Title,Title_URL,Image,Time,Name,Description,Summary
Residents celebrate as mobile mast plans scrapped,https://www.bbc.com/news/uk-england-bristol-62138768,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/155B5/production/_125877478_bee42ac0-7223-48db-b0d0-90048492487b.jpg,"Posted at 18:51 12 Jul
18:51 12 Jul",,,Thousands of people had opposed the proposal for a 77ft-high mast in Redcatch Park in Bristol.
YouTube sorry for taking down Lofi Girl stream,https://www.bbc.com/news/newsbeat-62133768,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/C037/production/_125870294_mediaitem125870293.jpg,"Posted at 16:22 12 Jul
16:22 12 Jul",,,The hugely popular music stream is taken down after a bogus copyright claim against it.
EE to block pirate music mobile sites and apps,https://www.bbc.com/news/technology-62123815,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13638/production/_125861497_gettyimages-586900336.jpg,"Posted at 13:11 12 Jul
13:11 12 Jul",,,EE plans to extend a court-ordered home-broadband ban on pirate music websites to its mobile network.
Sex assault victims warn of home massage dangers,https://www.bbc.com/news/uk-62081247,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/89CC/production/_125867253_mediaitem125867252.jpg,"Posted at 6:04 12 Jul
6:04 12 Jul",By Eleanor Layhe & Hannah Price,BBC File on 4 and UK Insight,The BBC has spoken to women who say they were sexually assaulted during massage treatments.
Can the right smell make you more productive?,https://www.bbc.com/news/business-61708789,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/121E6/production/_125541247_gettyimages-665469465.jpg,"Posted at 4:43 12 Jul
4:43 12 Jul",By Natalie Lisbona,"Business reporter, Tel Aviv ",With more people working from home there's growing interest in making the home smell better.
Watchdog reprimands government over WhatsApp use,https://www.bbc.com/news/technology-62124094,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/2978/production/_125861601_phoneusinggettyimages-1328676374.jpg,"Posted at 23:47 11 Jul
23:47 11 Jul",By Chris Vallance,Technology reporter,"There was a risk information on the handling of the pandemic could have been lost, a report says."
Twitter shares fall as Elon Musk backs out of deal,https://www.bbc.com/news/business-62121226,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/D3BE/production/_125860245_whatsubject.jpg,"Posted at 19:09 11 Jul
19:09 11 Jul",By Michael Race,"Business reporter, BBC News",The social media site is threatening the multi-billionaire with legal action after his U-turn.
Kojima threatens action over Abe shooting hoax,https://www.bbc.com/news/newsbeat-62121650,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1855E/production/_125887699_e4d95f09-3b2b-4fe9-b216-36a8e5400ed3.jpg,"Posted at 16:52 11 Jul
16:52 11 Jul",,,Pictures falsely linking the Metal Gear creator to the killing in Japan were spread online.
"Social media is pretty dangerous, teenagers say",https://www.bbc.com/news/uk-wales-62116189,,"Posted at 10:45 11 Jul
10:45 11 Jul",,,
Teens grill TikTok and Meta bosses on app dangers,https://www.bbc.com/news/uk-wales-62094378,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/141BB/production/_125836328_seven.jpg,"Posted at 10:43 11 Jul
10:43 11 Jul",By Shelley Phelps,BBC News,Teenagers say reporting harmful content on TikTok and Meta must be made easier.
Who are the hackers who started a fire in Iran?,https://www.bbc.com/news/technology-62072480,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/12369/production/_125810647_3350c74a-a084-4cec-a39b-9376b0327089.jpg,"Posted at 5:26 11 Jul
5:26 11 Jul",By Joe Tidy,Cyber reporter ,"Experts are asking who is behind Predatory Sparrow, the group which says it started a fire in an Iranian factory."
Did hackers start this steel factory fire in Iran?,https://www.bbc.com/news/technology-62099474,,"Posted at 5:26 11 Jul
5:26 11 Jul",,,
The video game prescribed by doctors to treat ADHD,https://www.bbc.com/news/business-62060542,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/141E2/production/_125820428_childusingendeavorrx.png,"Posted at 4:33 11 Jul
4:33 11 Jul",By Kitti Palmai,Business reporter,A US game has got regulatory approval to help treat attention deficit hyperactivity disorder.
Leak reveals top politicians secretly helped Uber,https://www.bbc.com/news/business-62057321,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/F57D/production/_125854826_index_promo_macron_kroes.jpg,"Posted at 21:30 10 Jul
21:30 10 Jul",By Uber Files reporting team  ,BBC Panorama,Emmanuel Macron is among leaders who helped the ride-hailing company disrupt new markets.
Canada's internet outage caused by 'maintenance',https://www.bbc.com/news/world-us-canada-62110358,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/108C8/production/_125848776_gettyimages-1231746538.jpg,"Posted at 9:24 10 Jul
9:24 10 Jul",By Malu Cursino,BBC News,"Emergency services, banking and retail were all affected by the outage of a major internet supplier."
Why did Musk get cold feet on Twitter?,https://www.bbc.com/news/technology-62104263,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/FE00/production/_125842056_gettyimages-1241784644.jpg,"Posted at 12:07 9 Jul
12:07 9 Jul",By James Clayton,BBC North America technology reporter,"Musk is seeking to end his bid to buy Twitter, alleging multiple breaches of the agreement."
Elon Musk pulls out of $44bn deal to buy Twitter,https://www.bbc.com/news/business-62102821,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/10490/production/_125840766_gettyimages-1211442356.jpg,"Posted at 7:10 9 Jul
7:10 9 Jul",,,Twitter says it is committed to the deal and will take legal action to enforce the agreement.
Canada hit by massive mobile and internet outage,https://www.bbc.com/news/world-us-canada-62102223,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/94D8/production/_125840183_tv077243813-2.jpg,"Posted at 3:48 9 Jul
3:48 9 Jul",,,"Emergency call hotlines, hospitals and government agencies are affected by the nationwide issue."
Security warning after sale of stolen Chinese data,https://www.bbc.com/news/technology-62097594,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/14D3F/production/_123411358_gettyimages-481066721.jpg,"Posted at 21:44 8 Jul
21:44 8 Jul",By Joe Tidy,Cyber reporter ,Public bodies are told to be on guard after hacker tries to sell data of one billion Chinese citizens.
Blomkamp: Why I am making video game Off The Grid,https://www.bbc.com/news/technology-61979994,,"Posted at 16:09 8 Jul
16:09 8 Jul",,,
Dozens send 'dronations' to help Ukraine fight,https://www.bbc.com/news/technology-62048403,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/7A62/production/_125803313_dronuaphoto.png,"Posted at 15:24 8 Jul
15:24 8 Jul",By Chris Vallance,Technology reporter,The country hopes to collect thousands of hobbyist and commercial drones.
Hidden drone war precedes next battle in Ukraine,https://www.bbc.com/news/world-europe-62090791,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1C0E/production/_125828170_dronepilot.jpg,"Posted at 14:30 8 Jul
14:30 8 Jul",By Jonathan Beale,"near Slovyansk, Ukraine",Ukrainian volunteers are taking part in a largely unseen battle to defend their territory with drones.
First London Tube stations to get 4G coverage,https://www.bbc.com/news/uk-england-london-62090598,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/38CD/production/_119014541_30823.jpg,"Posted at 13:22 8 Jul
13:22 8 Jul",,,All major mobile phone networks sign up to high-speed mobile coverage across the Tube network.
How science is making chocolate taste even better,https://www.bbc.com/news/business-61511456,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/18684/production/_124827999_gettyimages-1182556160.jpg,"Posted at 5:00 8 Jul
5:00 8 Jul",By Katherine Latham,Business reporter,Cocoa beans go through a fermentation process that scientists say can be more precisely controlled.
"Musk became father of twins last year, say reports",https://www.bbc.com/news/technology-62084952,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/8F7C/production/_125823763_gettyimages-1238367031.jpg,"Posted at 23:21 7 Jul
23:21 7 Jul",By Liv McMahon,Technology team,"The Tesla chief executive says he is trying ""to help the underpopulation crisis"" in the world."
Egypt arrests organisers of joke 'Batman battle',https://www.bbc.com/news/world-middle-east-62077423,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/16C93/production/_125813339_mediaitem125813338.jpg,"Posted at 16:36 7 Jul
16:36 7 Jul",,,"Four people who set up a Facebook event to find ""the real Batman"" are charged with ""planning a riot""."
Lithuania donates crowdfunded drone to Ukraine,https://www.bbc.com/news/world-europe-62074011,,"Posted at 7:36 7 Jul
7:36 7 Jul",,,
Chasing TikTok fame and fortune in the Arab world,https://www.bbc.com/news/world-middle-east-62035808,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/21CE/production/_125745680_tiktokgettyimages-1239583974.jpg,"Posted at 6:29 7 Jul
6:29 7 Jul",By Nagham Kassem,BBC Arabic,The video sharing app is making some Arab youth rich - but for others the dream is way out of reach.
"Make downblousing criminal offence, say law chiefs",https://www.bbc.com/news/technology-62045112,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13D62/production/_125805218_blousegettyimages-1301475755.jpg,"Posted at 6:11 7 Jul
6:11 7 Jul",By Shiona McCallum,Technology reporter,The Law Commission wants to strengthen the law to protect victims of intimate image abuse.
Apple launches Lockdown Mode to block spyware,https://www.bbc.com/news/technology-62069255,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/769B/production/_121336303_gettyimages-596871414.jpg,"Posted at 22:47 6 Jul
22:47 6 Jul",By Joe Tidy,Cyber reporter ,The new feature will be available in the autumn and comes after its devices were successfully targeted.
Three Michael Jackson songs removed from streaming,https://www.bbc.com/news/entertainment-arts-62068017,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/11990/production/_125808027_gettyimages-88995944.jpg,"Posted at 21:11 6 Jul
21:11 6 Jul",By Mark Savage,BBC Music Correspondent,"The songs, which fans have claimed contain 'fake' vocals, have been pulled from Spotify and YouTube."
Bereaved father fights to see child's social media,https://www.bbc.com/news/uk-england-london-62054273,,"Posted at 10:57 6 Jul
10:57 6 Jul",,,
Residents outraged over plans for 5G phone mast,https://www.bbc.com/news/uk-england-hampshire-62057423,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/17105/production/_125796449_mediaitem125786917.jpg,"Posted at 10:28 6 Jul
10:28 6 Jul",,,"People living in Havant say the 15m mast would be ""ugly"" and ""intrusive""."
Tech firms told to do better on child abuse images,https://www.bbc.com/news/technology-62052185,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/DA8C/production/_125784955_gettyimages-186124715-170667a.jpg,"Posted at 5:17 6 Jul
5:17 6 Jul",By Shiona McCallum,Technology reporter,The government is giving Ofcom extra powers to tackle child sexual abuse and exploitation content.
House hunters warned about bogus Facebook adverts,https://www.bbc.com/news/uk-england-hampshire-62049146,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/E6E8/production/_123821195_mediaitem123820161.jpg,"Posted at 20:04 5 Jul
20:04 5 Jul",,,"Isle of Wight Council says it has received ""worrying reports"" about upfront fees to view rentals."
"DHL to create 3,500 jobs at new depots",https://www.bbc.com/news/uk-england-coventry-warwickshire-62047946,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/10886/production/_125781776_gettyimages-1288030446.jpg,"Posted at 12:50 5 Jul
12:50 5 Jul",,,The plans are part of a £190m investment to create and expand locations across the country.
NHS England trials drones to deliver chemo drugs,https://www.bbc.com/news/uk-england-hampshire-62044754,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/12F32/production/_125781677_rainbowone-3298.jpg,"Posted at 6:54 5 Jul
6:54 5 Jul",,,"A pilot scheme will courier chemotherapy drugs from Portsmouth to the Isle of Wight, NHS England says."
Australia's epic floods spur new warning systems,https://www.bbc.com/news/business-61717600,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/EE4A/production/_125720016_gettyimages-1238823487.jpg,"Posted at 4:36 5 Jul
4:36 5 Jul",By Emily McAuliffe,"Business reporter, Melbourne, Australia",Better data and real-time software is allowing companies to improve the precision of flood warnings.
Underwater drug-smuggling drones seized by police,https://www.bbc.com/news/world-europe-62040790,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/DDE5/production/_125750865_mediaitem125750864.jpg,"Posted at 22:40 4 Jul
22:40 4 Jul",By Leo Sands,BBC News,Spanish police say it is the first time they have discovered this kind of unmanned submersible.
Chips and China: concerns over UK factory buyout,https://www.bbc.com/news/world-62014792,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/07AB/production/_125736910_pic8.png,"Posted at 14:52 4 Jul
14:52 4 Jul",By Gordon Corera,"Security correspondent, BBC News",Welsh microchip producer has become a front-line in the tech war between the West and China.
Central African Republic launches Bitcoin hub,,,"Posted at 11:20 4 Jul
11:20 4 Jul",Guy Bandolo,BBC News,
Army's YouTube and Twitter accounts hacked,https://www.bbc.com/news/uk-62030644,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/172EA/production/_125745949_gettyimages-94929994.jpg,"Posted at 7:56 4 Jul
7:56 4 Jul",,,The British Army says it is investigating after videos and posts for cryptocurrency appeared on its accounts.
The retailers setting up shop in the metaverse,https://www.bbc.com/news/business-61979150,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/78FA/production/_125707903_2022-03-24.png,"Posted at 4:40 4 Jul
4:40 4 Jul",By Andrea Murad and Will Smale,Business reporters,As brands join the new virtual universe they have to choose exactly where to locate themselves.
Israel says footage shows intercepted Hezbollah drones,https://www.bbc.com/news/world-europe-62025313,,"Posted at 5:04 3 Jul
5:04 3 Jul",,,
Israel downs Hezbollah drones headed for gas rig,https://www.bbc.com/news/world-europe-62022452,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/7AD3/production/_125734413_85fc22c1a325a11c5df41c138838fe1244968921.jpg,"Posted at 2:15 3 Jul
2:15 3 Jul",By Matt Murphy,BBC News,"The drones are launched from Lebanon, amid border tensions between the nations."
Steam train game aims to inspire young volunteers,https://www.bbc.com/news/uk-england-merseyside-62015683,,"Posted at 14:19 2 Jul
14:19 2 Jul",,,
